log_file,dataset,model_type,run_mode,seed,n_inters,checkpoint_path,ndcg_at20,hit_at20,mrr_at20,recall_at20,precision_at20,averagepopularity_at20,giniindex_at20,itemcoverage_at20,shannonentropy_at20,tailpercentage_at20,murr,ARP,APLT,ACLT,PopRSP,PopRSP_p_shorthead,PopRSP_p_longtail,PopREO,PopREO_p_shorthead,PopREO_p_longtail
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_alpha0_seed_2021_filter.log,amazon-beauty,edl,alpha0,2021,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-27-56.pth,0.0512,0.104,0.0363,0.104,0.0052,58.8334,0.6697,0.9855,0.0007,0.0146,0.100936,43.692324,0.316362,6.327237,0.792938,0.005689,0.000657,0.553438,0.180784,0.051969
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_alpha0_seed_2022_filter.log,amazon-beauty,edl,alpha0,2022,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-28-51.pth,0.0511,0.1035,0.0363,0.1035,0.0052,57.529,0.6565,0.9872,0.0007,0.0162,0.113937,42.716261,0.32698,6.539597,0.783728,0.0056,0.000679,0.545669,0.177359,0.052133
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_alpha0_seed_2023_filter.log,amazon-beauty,edl,alpha0,2023,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-34-17.pth,0.0504,0.1064,0.0346,0.1064,0.0053,63.5678,0.6914,0.9822,0.0007,0.0149,0.120832,47.305701,0.294451,5.889013,0.811347,0.005871,0.000611,0.570487,0.187632,0.051316
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_alpha0_seed_2024_filter.log,amazon-beauty,edl,alpha0,2024,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-36-45.pth,0.05,0.1045,0.0347,0.1045,0.0052,59.3713,0.6728,0.9864,0.0007,0.0149,0.110158,44.038816,0.310846,6.216921,0.797646,0.005735,0.000646,0.562971,0.184107,0.051479
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_seed_2020_filter.log,amazon-beauty,edl,no_dis,2020,198502,saved/SASRec_dirichlet_amazon-beauty_seed_2020_edl_no_dis_posthoc_filter.pth,0.0493,0.1011,0.0346,0.1011,0.0051,57.9353,0.6679,0.9856,0.0007,0.0151,0.093693,42.961613,0.320872,6.417431,0.78905,0.005651,0.000666,0.565903,0.176856,0.049028
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_seed_2021_filter.log,amazon-beauty,edl,no_dis,2021,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-27-21.pth,0.0509,0.1033,0.0361,0.1033,0.0052,58.8215,0.6691,0.986,0.0007,0.0146,0.09754,43.677429,0.317806,6.356124,0.791696,0.005677,0.00066,0.556571,0.179273,0.05107
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_seed_2022_filter.log,amazon-beauty,edl,no_dis,2022,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-29-12.pth,0.051,0.1034,0.0363,0.1034,0.0052,57.881,0.6583,0.987,0.0007,0.0161,0.108355,42.975864,0.325182,6.503644,0.785301,0.005615,0.000675,0.547565,0.177762,0.051969
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_seed_2023_filter.log,amazon-beauty,edl,no_dis,2023,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-34-59.pth,0.0507,0.1024,0.0361,0.1024,0.0051,57.3584,0.6508,0.986,0.0007,0.0168,0.115681,42.486563,0.335237,6.704736,0.776431,0.005532,0.000696,0.543867,0.176453,0.052133
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_seed_2024_filter.log,amazon-beauty,edl,no_dis,2024,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-36-10.pth,0.0499,0.1034,0.0348,0.1034,0.0052,60.1027,0.675,0.9854,0.0007,0.0147,0.104831,44.660801,0.309536,6.190717,0.798757,0.005746,0.000643,0.566713,0.182596,0.050498
murr-dataset/movielens/de/de_a1_all_filter.log,movielens,de,a1,,999611,saved/ensemble/amazon/movielens/filter/a1/posthoc/SASRec_DE_posthoc_member1.pth saved/ensemble/amazon/movielens/filter/a1/posthoc/SASRec_DE_posthoc_member2.pth saved/ensemble/amazon/movielens/filter/a1/posthoc/SASRec_DE_posthoc_member3.pth saved/ensemble/amazon/movielens/filter/a1/posthoc/SASRec_DE_posthoc_member4.pth saved/ensemble/amazon/movielens/filter/a1/posthoc/SASRec_DE_posthoc_member5.pth,0.1702,0.3667,0.1148,0.3667,0.0183,921.8607,0.7296,0.7589,0.0027,0.0007,0.0,338.759917,0.735041,14.700828,0.199127,0.008101,0.00541,0.054104,0.006962,0.007758
murr-dataset/movielens/de/de_alpha0_all_filter.log,movielens,de,alpha0,,999611,saved/ensemble/amazon/movielens/filter/alpha0/posthoc/SASRec_DE_posthoc_member1.pth saved/ensemble/amazon/movielens/filter/alpha0/posthoc/SASRec_DE_posthoc_member2.pth saved/ensemble/amazon/movielens/filter/alpha0/posthoc/SASRec_DE_posthoc_member3.pth saved/ensemble/amazon/movielens/filter/alpha0/posthoc/SASRec_DE_posthoc_member4.pth saved/ensemble/amazon/movielens/filter/alpha0/posthoc/SASRec_DE_posthoc_member5.pth,0.1683,0.3634,0.1134,0.3634,0.0182,923.6983,0.7273,0.765,0.0027,0.0007,0.0,338.759917,0.735041,14.700828,0.199127,0.008101,0.00541,0.054104,0.006962,0.007758
murr-dataset/movielens/bm/dirichlet_bm_a1_seed_2020_filter.log,movielens,bm,a1,2020,999611,saved/dirichlet_a1_seed_2020_filter_May-02-2026_16-29-59.pth,0.1663,0.3614,0.1114,0.3614,0.0181,906.2186,0.7599,0.6251,0.0033,0.0001,0.207649,822.771151,0.319553,6.39106,0.796847,0.020804,0.002352,0.288794,0.492063,0.271539
murr-dataset/movielens/bm/dirichlet_bm_a1_seed_2022_filter.log,movielens,bm,a1,2022,999611,saved/sasrec_dirichlet_no_dis_bm_May-04-2026_10-06-57.pth,0.1671,0.3651,0.1113,0.3651,0.0183,911.8563,0.7632,0.6277,0.0033,0.0,0.178293,827.821631,0.31952,6.390397,0.796874,0.020805,0.002352,0.292217,0.500975,0.274398
murr-dataset/movielens/bm/dirichlet_bm_a1_seed_2024_filter.log,movielens,bm,a1,2024,999611,saved/dirichlet_a1_seed_2024_filter_May-02-2026_16-29-59.pth,0.1683,0.3661,0.1126,0.3661,0.0183,916.7116,0.766,0.6219,0.0033,0.0001,0.17385,834.25024,0.311631,6.232616,0.803444,0.021046,0.002294,0.302693,0.500418,0.267864
murr-dataset/movielens/bm/dirichlet_bm_alpha0_seed_2021_filter.log,movielens,bm,alpha0,2021,999611,saved/sasrec_dirichlet_no_dis_bm_May-04-2026_10-05-38.pth,0.1668,0.3626,0.1115,0.3626,0.0181,900.3651,0.7571,0.6406,0.0032,0.0001,0.17897,813.378593,0.327243,6.544868,0.790341,0.020569,0.002409,0.281198,0.493456,0.276848
murr-dataset/movielens/bm/dirichlet_bm_alpha0_seed_2023_filter.log,movielens,bm,alpha0,2023,999611,saved/sasrec_dirichlet_no_dis_bm_May-04-2026_10-06-14.pth,0.1662,0.3636,0.1108,0.3636,0.0182,914.2664,0.7594,0.638,0.0032,0.0001,0.197281,827.127368,0.322955,6.459106,0.793981,0.0207,0.002377,0.284398,0.497633,0.277256
murr-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2020_filter.log,movielens,bm,no_dis,2020,999611,saved/dirichlet_no_dis_seed_2020_filter_May-04-2026_09-58-01.pth,0.1666,0.3611,0.1118,0.3611,0.0181,904.6146,0.7581,0.6345,0.0032,0.0001,0.201329,818.231788,0.323858,6.477152,0.793218,0.020672,0.002384,0.280678,0.492899,0.276848
murr-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2022_filter.log,movielens,bm,no_dis,2022,999611,saved/dirichlet_no_dis_seed_2022_filter_May-04-2026_09-58-01.pth,0.1671,0.3639,0.1116,0.3639,0.0182,911.417,0.7623,0.6266,0.0033,0.0,0.178973,827.002815,0.320687,6.413742,0.795894,0.020769,0.00236,0.286597,0.497076,0.275623
murr-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2024_filter.log,movielens,bm,no_dis,2024,999611,saved/dirichlet_no_dis_seed_2024_filter_May-02-2026_16-29-59.pth,0.1683,0.3669,0.1125,0.3669,0.0183,914.9494,0.7641,0.6275,0.0033,0.0001,0.169808,829.412136,0.319023,6.380464,0.797291,0.02082,0.002348,0.286102,0.498747,0.276848
murr-dataset/movielens/edl/dirichlet_edl_a1_seed_2021_filter.log,movielens,edl,a1,2021,999611,saved/dirichlet_a1_seed_2021_filter_May-02-2026_16-29-59.pth,0.1677,0.3641,0.1122,0.3641,0.0182,900.2759,0.7588,0.6339,0.0032,0.0002,0.184348,814.373758,0.324901,6.498013,0.792334,0.02064,0.002391,0.279008,0.494013,0.278481
